#  Steps           Epot           Temp           Ekin           Etot        Coord0A       Coord1A       Coord2A       Coord0B       Coord1B       Coord2B
    2200  -12790.266276       0.080935     242.804132  -12547.462144      -0.048829      0.000043     -0.002476    -12.309971     -0.000043      0.002476
    2210  -12791.189174       0.081242     243.727092  -12547.462083      -0.050061      0.000048     -0.002703    -12.296739     -0.000048      0.002703
    2220  -12792.154976       0.081564     244.692774  -12547.462201      -0.051295      0.000052     -0.002939    -12.283505     -0.000052      0.002939
    2230  -12793.048859       0.081862     245.586577  -12547.462282      -0.052531      0.000056     -0.003189    -12.270269     -0.000056      0.003189
    2240  -12793.634680       0.082057     246.172324  -12547.462356      -0.053768      0.000060     -0.003458    -12.257032     -0.000060      0.003459
    2250  -12793.829633       0.082122     246.367435  -12547.462198      -0.055005      0.000062     -0.003749    -12.243795     -0.000063      0.003749
    2260  -12793.872154       0.082137     246.410291  -12547.461864      -0.056243      0.000065     -0.004063    -12.230557     -0.000065      0.004063
    2270  -12794.165779       0.082235     246.704136  -12547.461643      -0.057482      0.000068     -0.004401    -12.217318     -0.000068      0.004401
    2280  -12794.872523       0.082470     247.410673  -12547.461850      -0.058721      0.000070     -0.004763    -12.204079     -0.000070      0.004763
    2290  -12795.729512       0.082756     248.267407  -12547.462105      -0.059964      0.000072     -0.005146    -12.190836     -0.000072      0.005146
    2300  -12796.338716       0.082959     248.876557  -12547.462159      -0.061212      0.000075     -0.005548    -12.177588     -0.000075      0.005548
    2310  -12796.510614       0.083016     249.048394  -12547.462220      -0.062466      0.000077     -0.005964    -12.164334     -0.000077      0.005964
    2320  -12796.306613       0.082948     248.844582  -12547.462030      -0.063722      0.000079     -0.006393    -12.151078     -0.000079      0.006393
    2330  -12795.900820       0.082813     248.438843  -12547.461976      -0.064975      0.000082     -0.006831    -12.137825     -0.000082      0.006831
    2340  -12795.436017       0.082658     247.974086  -12547.461931      -0.066221      0.000085     -0.007278    -12.124579     -0.000085      0.007278
    2350  -12794.935089       0.082491     247.473252  -12547.461837      -0.067451      0.000088     -0.007729    -12.111349     -0.000088      0.007729
    2360  -12794.325647       0.082288     246.863772  -12547.461875      -0.068661      0.000091     -0.008183    -12.098139     -0.000091      0.008183
    2370  -12793.552830       0.082030     246.090946  -12547.461884      -0.069849      0.000094     -0.008637    -12.084951     -0.000094      0.008637
    2380  -12792.681288       0.081740     245.219468  -12547.461820      -0.071013      0.000097     -0.009089    -12.071787     -0.000097      0.009089
    2390  -12791.882207       0.081473     244.420422  -12547.461785      -0.072156      0.000100     -0.009539    -12.058644     -0.000100      0.009539
    2400  -12791.283121       0.081274     243.821333  -12547.461788      -0.073281      0.000103     -0.009985    -12.045519     -0.000103      0.009985
    2410  -12790.825353       0.081121     243.363416  -12547.461937      -0.074392      0.000106     -0.010427    -12.032408     -0.000106      0.010427
    2420  -12790.287934       0.080942     242.825892  -12547.462042      -0.075489      0.000108     -0.010867    -12.019311     -0.000108      0.010867
    2430  -12789.511116       0.080683     242.049121  -12547.461994      -0.076573      0.000111     -0.011306    -12.006227     -0.000111      0.011306
    2440  -12788.563812       0.080367     241.101900  -12547.461912      -0.077638      0.000113     -0.011746    -11.993162     -0.000113      0.011746
    2450  -12787.676315       0.080072     240.214519  -12547.461796      -0.078681      0.000115     -0.012189    -11.980119     -0.000115      0.012189
    2460  -12787.008002       0.079849     239.546141  -12547.461861      -0.079698      0.000117     -0.012639    -11.967102     -0.000117      0.012639
    2470  -12786.508240       0.079682     239.046295  -12547.461946      -0.080686      0.000119     -0.013099    -11.954114     -0.000119      0.013099
    2480  -12785.993373       0.079510     238.531312  -12547.462060      -0.081647      0.000120     -0.013569    -11.941153     -0.000120      0.013569
    2490  -12785.327607       0.079289     237.865670  -12547.461936      -0.082586      0.000121     -0.014049    -11.928214     -0.000121      0.014049
    2500  -12784.593739       0.079044     237.132003  -12547.461736      -0.083504      0.000122     -0.014538    -11.915296     -0.000122      0.014538
    2510  -12784.015989       0.078851     236.554216  -12547.461773      -0.084405      0.000123     -0.015031    -11.902395     -0.000123      0.015031
    2520  -12783.673774       0.078737     236.211871  -12547.461903      -0.085289      0.000123     -0.015528    -11.889511     -0.000123      0.015528
    2530  -12783.336495       0.078625     235.874453  -12547.462043      -0.086154      0.000124     -0.016026    -11.876646     -0.000124      0.016026
    2540  -12782.692961       0.078410     235.230888  -12547.462072      -0.086996      0.000124     -0.016524    -11.863804     -0.000124      0.016524
    2550  -12781.733994       0.078091     234.272149  -12547.461845      -0.087809      0.000124     -0.017021    -11.850991     -0.000124      0.017021
    2560  -12780.783585       0.077774     233.321879  -12547.461706      -0.088587      0.000123     -0.017517    -11.838213     -0.000123      0.017517
    2570  -12780.094341       0.077544     232.632445  -12547.461896      -0.089326      0.000123     -0.018011    -11.825474     -0.000123      0.018011
    2580  -12779.529718       0.077356     232.067592  -12547.462127      -0.090029      0.000123     -0.018504    -11.812771     -0.000123      0.018504
    2590  -12778.763592       0.077100     231.301389  -12547.462203      -0.090697      0.000122     -0.018995    -11.800103     -0.000122      0.018995
    2600  -12777.710005       0.076749     230.247944  -12547.462061      -0.091334      0.000122     -0.019485    -11.787466     -0.000122      0.019485
    2610  -12776.580338       0.076373     229.118359  -12547.461980      -0.091943      0.000122     -0.019976    -11.774857     -0.000122      0.019976
    2620  -12775.518873       0.076019     228.056765  -12547.462108      -0.092523      0.000121     -0.020468    -11.762277     -0.000121      0.020468
    2630  -12774.377772       0.075638     226.915499  -12547.462273      -0.093071      0.000121     -0.020963    -11.749729     -0.000121      0.020963
    2640  -12772.960852       0.075166     225.498658  -12547.462193      -0.093582      0.000121     -0.021462    -11.737218     -0.000121      0.021462
    2650  -12771.353574       0.074631     223.891569  -12547.462005      -0.094048      0.000120     -0.021965    -11.724752     -0.000120      0.021965
    2660  -12769.818975       0.074119     222.357006  -12547.461969      -0.094466      0.000120     -0.022474    -11.712334     -0.000120      0.022474
    2670  -12768.383880       0.073641     220.921681  -12547.462199      -0.094834      0.000119     -0.022988    -11.699966     -0.000119      0.022988
    2680  -12766.795762       0.073111     219.333462  -12547.462300      -0.095155      0.000118     -0.023506    -11.687645     -0.000118      0.023506
    2690  -12764.874190       0.072471     217.411923  -12547.462267      -0.095432      0.000117     -0.024026    -11.675368     -0.000117      0.024026
    2700  -12762.740894       0.071760     215.278819  -12547.462075      -0.095669      0.000115     -0.024546    -11.663131     -0.000115      0.024546
    2710  -12760.629554       0.071056     213.167506  -12547.462049      -0.095864      0.000113     -0.025063    -11.650936     -0.000113      0.025063
    2720  -12758.542358       0.070360     211.080113  -12547.462245      -0.096015      0.000110     -0.025576    -11.638785     -0.000110      0.025576
    2730  -12756.276781       0.069605     208.814524  -12547.462257      -0.096113      0.000106     -0.026084    -11.626687     -0.000106      0.026084
    2740  -12753.762527       0.068767     206.300426  -12547.462101      -0.096148      0.000102     -0.026587    -11.614652     -0.000102      0.026587
    2750  -12751.194208       0.067911     203.732163  -12547.462045      -0.096112      0.000096     -0.027084    -11.602688     -0.000096      0.027084
    2760  -12748.746862       0.067095     201.284795  -12547.462067      -0.096001      0.000089     -0.027578    -11.590799     -0.000089      0.027578
    2770  -12746.333911       0.066291     198.871774  -12547.462136      -0.095815      0.000082     -0.028068    -11.578985     -0.000082      0.028068
    2780  -12743.858312       0.065465     196.396326  -12547.461986      -0.095559      0.000073     -0.028556    -11.567241     -0.000073      0.028556
    2790  -12741.508040       0.064682     194.046240  -12547.461800      -0.095235      0.000065     -0.029042    -11.555565     -0.000065      0.029042
    2800  -12739.516359       0.064018     192.054506  -12547.461853      -0.094845      0.000056     -0.029525    -11.543955     -0.000056      0.029525
    2810  -12737.758290       0.063432     190.296129  -12547.462161      -0.094385      0.000047     -0.030006    -11.532415     -0.000047      0.030006
    2820  -12735.945415       0.062828     188.483160  -12547.462256      -0.093849      0.000038     -0.030484    -11.520951     -0.000038      0.030484
    2830  -12734.024934       0.062188     186.562790  -12547.462144      -0.093233      0.000030     -0.030956    -11.509567     -0.000030      0.030956
    2840  -12732.142101       0.061560     184.680045  -12547.462056      -0.092533      0.000023     -0.031422    -11.498267     -0.000023      0.031422
    2850  -12730.349888       0.060963     182.887827  -12547.462060      -0.091749      0.000016     -0.031882    -11.487051     -0.000016      0.031882
    2860  -12728.553456       0.060364     181.091294  -12547.462161      -0.090882      0.000010     -0.032337    -11.475918     -0.000010      0.032337
    2870  -12726.706573       0.059748     179.244506  -12547.462066      -0.089936      0.000005     -0.032785    -11.464864     -0.000005      0.032785
    2880  -12724.923282       0.059154     177.461239  -12547.462043      -0.088913      0.000002     -0.033227    -11.453887     -0.000002      0.033227
    2890  -12723.313789       0.058617     175.851751  -12547.462038      -0.087810     -0.000001     -0.033662    -11.442990      0.000001      0.033662
    2900  -12721.807128       0.058115     174.345056  -12547.462073      -0.086624     -0.000002     -0.034091    -11.432176      0.000002      0.034091
    2910  -12720.325820       0.057621     172.863872  -12547.461948      -0.085350     -0.000002     -0.034513    -11.421450      0.000001      0.034513
    2920  -12718.920004       0.057153     171.457904  -12547.462100      -0.083985     -0.000000     -0.034928    -11.410815     -0.000000      0.034928
    2930  -12717.542383       0.056693     170.080112  -12547.462271      -0.082530      0.000002     -0.035335    -11.400270     -0.000003      0.035335
    2940  -12715.945643       0.056161     168.483289  -12547.462354      -0.080986      0.000006     -0.035734    -11.389814     -0.000006      0.035734
    2950  -12714.097212       0.055545     166.635189  -12547.462022      -0.079354      0.000009     -0.036124    -11.379446     -0.000009      0.036124
    2960  -12712.343601       0.054961     164.881684  -12547.461917      -0.077635      0.000013     -0.036506    -11.369165     -0.000013      0.036506
    2970  -12710.880912       0.054473     163.418804  -12547.462109      -0.075826      0.000016     -0.036876    -11.358974     -0.000016      0.036876
    2980  -12709.464698       0.054001     162.002471  -12547.462227      -0.073924      0.000018     -0.037234    -11.348876     -0.000018      0.037234
    2990  -12707.871927       0.053470     160.409859  -12547.462067      -0.071926      0.000020     -0.037577    -11.338874     -0.000020      0.037577
    3000  -12706.274782       0.052938     158.812846  -12547.461936      -0.069831      0.000020     -0.037903    -11.328969     -0.000020      0.037903
    3010  -12704.887956       0.052475     157.425828  -12547.462129      -0.067644      0.000020     -0.038212    -11.319156     -0.000020      0.038212
    3020  -12703.483473       0.052007     156.021115  -12547.462357      -0.065369      0.000020     -0.038503    -11.309431     -0.000020      0.038503
    3030  -12701.685551       0.051408     154.223336  -12547.462215      -0.063010      0.000019     -0.038776    -11.299790     -0.000020      0.038776
    3040  -12699.624311       0.050721     152.162462  -12547.461849      -0.060568      0.000019     -0.039030    -11.290232     -0.000019      0.039030
    3050  -12697.769612       0.050103     150.307783  -12547.461829      -0.058041      0.000019     -0.039264    -11.280759     -0.000019      0.039264
    3060  -12696.204204       0.049581     148.742188  -12547.462016      -0.055422      0.000020     -0.039476    -11.271378     -0.000020      0.039476
    3070  -12694.677171       0.049072     147.215164  -12547.462007      -0.052707      0.000022     -0.039667    -11.262093     -0.000022      0.039667
    3080  -12693.217566       0.048585     145.755873  -12547.461693      -0.049893      0.000025     -0.039833    -11.252907     -0.000025      0.039833
    3090  -12692.079954       0.048206     144.618202  -12547.461753      -0.046983      0.000029     -0.039977    -11.243817     -0.000029      0.039977
    3100  -12691.179144       0.047906     143.717082  -12547.462063      -0.043981      0.000033     -0.040097    -11.234819     -0.000033      0.040097
    3110  -12690.098990       0.047546     142.636769  -12547.462220      -0.040893      0.000037     -0.040196    -11.225907     -0.000037      0.040196
    3120  -12688.722662       0.047087     141.260697  -12547.461966      -0.037725      0.000041     -0.040273    -11.217075     -0.000041      0.040273
    3130  -12687.378845       0.046639     139.917013  -12547.461832      -0.034475      0.000043     -0.040329    -11.208325     -0.000043      0.040329
    3140  -12686.255119       0.046264     138.793080  -12547.462039      -0.031144      0.000044     -0.040364    -11.199657     -0.000044      0.040364
    3150  -12685.155858       0.045898     137.693805  -12547.462054      -0.027725      0.000043     -0.040378    -11.191075     -0.000043      0.040378
    3160  -12684.040206       0.045526     136.578316  -12547.461889      -0.024217      0.000039     -0.040370    -11.182583     -0.000039      0.040370
    3170  -12683.166307       0.045235     135.704296  -12547.462010      -0.020620      0.000034     -0.040339    -11.174181     -0.000034      0.040339
    3180  -12682.460326       0.044999     134.998017  -12547.462309      -0.016935      0.000027     -0.040286    -11.165865     -0.000027      0.040286
    3190  -12681.458279       0.044665     133.995994  -12547.462285      -0.013169      0.000018     -0.040210    -11.157631     -0.000018      0.040210
    3200  -12680.107794       0.044215     132.645967  -12547.461828      -0.009326      0.000007     -0.040113    -11.149474     -0.000007      0.040113
    3210  -12678.925670       0.043821     131.464029  -12547.461642      -0.005410     -0.000004     -0.039995    -11.141390      0.000004      0.039995
    3220  -12678.113484       0.043550     130.651455  -12547.462029      -0.001419     -0.000016     -0.039855    -11.133381      0.000016      0.039855
    3230  -12677.237643       0.043258     129.775372  -12547.462271       0.002649     -0.000028     -0.039694    -11.125449      0.000028      0.039694
    3240  -12676.040220       0.042859     128.578233  -12547.461988       0.006797     -0.000041     -0.039512    -11.117597      0.000041      0.039512
    3250  -12674.885718       0.042475     127.424016  -12547.461703       0.011027     -0.000054     -0.039308    -11.109827      0.000054      0.039308
    3260  -12674.068652       0.042202     126.606656  -12547.461996       0.015339     -0.000067     -0.039084    -11.102139      0.000067      0.039084
    3270  -12673.294690       0.041944     125.832455  -12547.462236       0.019731     -0.000080     -0.038838    -11.094531      0.000080      0.038838
    3280  -12672.248814       0.041596     124.786697  -12547.462117       0.024198     -0.000094     -0.038572    -11.086998      0.000094      0.038572
    3290  -12671.126536       0.041222     123.664678  -12547.461858       0.028737     -0.000108     -0.038285    -11.079537      0.000108      0.038285
    3300  -12670.253034       0.040930     122.791088  -12547.461946       0.033348     -0.000122     -0.037979    -11.072148      0.000122      0.037979
    3310  -12669.567792       0.040702     122.105682  -12547.462109       0.038031     -0.000137     -0.037653    -11.064831      0.000137      0.037653
    3320  -12668.805546       0.040448     121.343438  -12547.462107       0.042788     -0.000151     -0.037307    -11.057588      0.000151      0.037307
    3330  -12667.922686       0.040154     120.460728  -12547.461958       0.047619     -0.000166     -0.036941    -11.050419      0.000166      0.036941
    3340  -12667.095848       0.039878     119.633934  -12547.461914       0.052527     -0.000181     -0.036557    -11.043327      0.000181      0.036557
    3350  -12666.415213       0.039651     118.953320  -12547.461893       0.057511     -0.000195     -0.036154    -11.036311      0.000195      0.036154
    3360  -12665.822415       0.039454     118.360555  -12547.461860       0.062572     -0.000210     -0.035732    -11.029372      0.000209      0.035733
    3370  -12665.274949       0.039271     117.813072  -12547.461876       0.067708     -0.000223     -0.035294    -11.022508      0.000223      0.035294
    3380  -12664.746060       0.039095     117.284137  -12547.461923       0.072920     -0.000235     -0.034838    -11.015720      0.000235      0.034838
    3390  -12664.181369       0.038906     116.719421  -12547.461948       0.078209     -0.000247     -0.034366    -11.009009      0.000247      0.034366
    3400  -12663.626071       0.038721     116.164208  -12547.461863       0.083576     -0.000257     -0.033879    -11.002376      0.000257      0.033879
    3410  -12663.229114       0.038589     115.767265  -12547.461848       0.089024     -0.000266     -0.033377    -10.995824      0.000266      0.033377
    3420  -12663.041593       0.038527     115.579696  -12547.461897       0.094554     -0.000274     -0.032862    -10.989354      0.000274      0.032862
    3430  -12662.951125       0.038496     115.489108  -12547.462017       0.100166     -0.000282     -0.032333    -10.982966      0.000282      0.032333
    3440  -12662.837726       0.038459     115.375712  -12547.462014       0.105856     -0.000289     -0.031792    -10.976656      0.000289      0.031792
    3450  -12662.676324       0.038405     115.214338  -12547.461986       0.111624     -0.000296     -0.031239    -10.970424      0.000296      0.031239
    3460  -12662.507604       0.038349     115.045704  -12547.461900       0.117465     -0.000303     -0.030674    -10.964265      0.000303      0.030674
    3470  -12662.390029       0.038309     114.928093  -12547.461936       0.123380     -0.000310     -0.030098    -10.958180      0.000310      0.030098
    3480  -12662.376451       0.038305     114.914486  -12547.461965       0.129369     -0.000318     -0.029510    -10.952169      0.000318      0.029510
    3490  -12662.435681       0.038325     114.973663  -12547.462018       0.135437     -0.000325     -0.028910    -10.946237      0.000325      0.028910
    3500  -12662.459763       0.038333     114.997759  -12547.462004       0.141586     -0.000333     -0.028298    -10.940386      0.000333      0.028298
    3510  -12662.498556       0.038346     115.036717  -12547.461839       0.147822     -0.000340     -0.027672    -10.934622      0.000340      0.027672
    3520  -12662.775780       0.038438     115.313976  -12547.461804       0.154143     -0.000347     -0.027033    -10.928943      0.000347      0.027033
    3530  -12663.328223       0.038622     115.866243  -12547.461980       0.160550     -0.000354     -0.026379    -10.923350      0.000354      0.026379
    3540  -12663.970065       0.038836     116.508090  -12547.461975       0.167038     -0.000360     -0.025712    -10.917838      0.000360      0.025712
    3550  -12664.665875       0.039068     117.203965  -12547.461910       0.173606     -0.000366     -0.025031    -10.912406      0.000366      0.025031
    3560  -12665.496807       0.039345     118.034717  -12547.462089       0.180253     -0.000371     -0.024337    -10.907053      0.000371      0.024337
    3570  -12666.325627       0.039621     118.863381  -12547.462246       0.186982     -0.000376     -0.023630    -10.901782      0.000376      0.023630
    3580  -12666.970659       0.039836     119.508562  -12547.462097       0.193796     -0.000381     -0.022912    -10.896596      0.000381      0.022912
    3590  -12667.650400       0.040063     120.188620  -12547.461780       0.200699     -0.000385     -0.022183    -10.891499      0.000385      0.022183
    3600  -12668.732541       0.040424     121.270644  -12547.461897       0.207693     -0.000389     -0.021445    -10.886493      0.000389      0.021445
    3610  -12670.064956       0.040868     122.602750  -12547.462207       0.214777     -0.000393     -0.020698    -10.881577      0.000393      0.020698
    3620  -12671.157105       0.041232     123.694859  -12547.462246       0.221944     -0.000397     -0.019942    -10.876744      0.000397      0.019942
    3630  -12672.000075       0.041513     124.538144  -12547.461931       0.229191     -0.000401     -0.019179    -10.871991      0.000401      0.019179
    3640  -12673.009488       0.041849     125.547632  -12547.461856       0.236514     -0.000406     -0.018409    -10.867314      0.000406      0.018409
    3650  -12674.246860       0.042262     126.784658  -12547.462202       0.243911     -0.000411     -0.017632    -10.862711      0.000411      0.017632
    3660  -12675.428692       0.042655     127.966439  -12547.462253       0.251386     -0.000415     -0.016848    -10.858186      0.000415      0.016848
    3670  -12676.552248       0.043030     129.090169  -12547.462079       0.258943     -0.000420     -0.016058    -10.853743      0.000420      0.016058
    3680  -12677.816922       0.043452     130.354797  -12547.462125       0.266585     -0.000425     -0.015260    -10.849385      0.000425      0.015260
    3690  -12679.067859       0.043868     131.605477  -12547.462382       0.274313     -0.000430     -0.014456    -10.845113      0.000430      0.014456
    3700  -12680.023071       0.044187     132.560784  -12547.462287       0.282123     -0.000435     -0.013644    -10.840923      0.000435      0.013644
    3710  -12680.922552       0.044487     133.460602  -12547.461950       0.290012     -0.000439     -0.012823    -10.836812      0.000439      0.012823
    3720  -12682.237545       0.044925     134.775606  -12547.461939       0.297974     -0.000443     -0.011996    -10.832774      0.000443      0.011996
    3730  -12683.938161       0.045492     136.475839  -12547.462323       0.306006     -0.000447     -0.011161    -10.828806      0.000447      0.011161
    3740  -12685.613907       0.046051     138.151512  -12547.462395       0.314109     -0.000451     -0.010320    -10.824909      0.000451      0.010320
    3750  -12687.095684       0.046544     139.633384  -12547.462300       0.322283     -0.000453     -0.009474    -10.821083      0.000453      0.009474
    3760  -12688.522567       0.047020     141.060353  -12547.462215       0.330531     -0.000455     -0.008626    -10.817331      0.000455      0.008626
    3770  -12689.978480       0.047505     142.516337  -12547.462143       0.338852     -0.000457     -0.007776    -10.813652      0.000457      0.007776
    3780  -12691.383261       0.047974     143.921079  -12547.462181       0.347243     -0.000457     -0.006926    -10.810043      0.000457      0.006926
    3790  -12692.683567       0.048407     145.221494  -12547.462074       0.355700     -0.000457     -0.006076    -10.806500      0.000457      0.006076
    3800  -12693.932786       0.048824     146.470661  -12547.462126       0.364218     -0.000456     -0.005228    -10.803018      0.000456      0.005228
    3810  -12695.206835       0.049248     147.744626  -12547.462208       0.372792     -0.000455     -0.004381    -10.799592      0.000455      0.004381
    3820  -12696.557406       0.049698     149.095204  -12547.462202       0.381421     -0.000453     -0.003537    -10.796221      0.000453      0.003537
    3830  -12697.983939       0.050174     150.521735  -12547.462204       0.390104     -0.000449     -0.002694    -10.792904      0.000449      0.002694
    3840  -12699.355707       0.050631     151.893384  -12547.462323       0.398842     -0.000445     -0.001853    -10.789642      0.000445      0.001853
    3850  -12700.536716       0.051025     153.074435  -12547.462280       0.407638     -0.000440     -0.001015    -10.786438      0.000440      0.001015
    3860  -12701.661398       0.051400     154.199305  -12547.462093       0.416492     -0.000433     -0.000180    -10.783292      0.000433      0.000180
    3870  -12703.022601       0.051854     155.560580  -12547.462021       0.425404     -0.000425      0.000653    -10.780204      0.000425     -0.000653
    3880  -12704.604079       0.052381     157.141702  -12547.462376       0.434374     -0.000415      0.001484    -10.777174      0.000415     -0.001484
    3890  -12706.005641       0.052848     158.543024  -12547.462617       0.443399     -0.000404      0.002311    -10.774199      0.000404     -0.002311
    3900  -12706.976489       0.053171     159.514074  -12547.462416       0.452478     -0.000392      0.003134    -10.771278      0.000392     -0.003134
    3910  -12707.732053       0.053423     160.269910  -12547.462144       0.461609     -0.000379      0.003953    -10.768409      0.000379     -0.003953
    3920  -12708.575080       0.053704     161.112942  -12547.462138       0.470791     -0.000365      0.004766    -10.765591      0.000365     -0.004766
    3930  -12709.494262       0.054011     162.031943  -12547.462320       0.480022     -0.000351      0.005572    -10.762822      0.000351     -0.005572
    3940  -12710.328189       0.054289     162.865771  -12547.462418       0.489302     -0.000336      0.006369    -10.760102      0.000336     -0.006369
    3950  -12711.098096       0.054545     163.635790  -12547.462306       0.498630     -0.000322      0.007157    -10.757430      0.000322     -0.007157
    3960  -12711.965192       0.054834     164.502799  -12547.462393       0.508004     -0.000308      0.007934    -10.754804      0.000308     -0.007934
    3970  -12712.915235       0.055151     165.452711  -12547.462523       0.517427     -0.000294      0.008698    -10.752227      0.000293     -0.008698
    3980  -12713.728824       0.055422     166.266118  -12547.462707       0.526897     -0.000279      0.009450    -10.749697      0.000279     -0.009450
    3990  -12714.295996       0.055611     166.833354  -12547.462643       0.536414     -0.000265      0.010189    -10.747214      0.000265     -0.010189
    4000  -12714.801293       0.055780     167.338833  -12547.462460       0.545980     -0.000251      0.010914    -10.744780      0.000251     -0.010914
    4010  -12715.467133       0.056002     168.004677  -12547.462456       0.555590     -0.000237      0.011625    -10.742390      0.000237     -0.011625
    4020  -12716.244657       0.056261     168.782096  -12547.462561       0.565244     -0.000222      0.012322    -10.740044      0.000222     -0.012322
    4030  -12716.913716       0.056484     169.451131  -12547.462585       0.574938     -0.000207      0.013007    -10.737738      0.000207     -0.013007
    4040  -12717.430581       0.056656     169.968130  -12547.462451       0.584669     -0.000190      0.013678    -10.735469      0.000190     -0.013678
    4050  -12718.004804       0.056847     170.542485  -12547.462319       0.594434     -0.000173      0.014336    -10.733234      0.000173     -0.014336
    4060  -12718.785681       0.057108     171.323234  -12547.462446       0.604235     -0.000155      0.014981    -10.731035      0.000155     -0.014981
    4070  -12719.650060       0.057396     172.187418  -12547.462642       0.614071     -0.000135      0.015611    -10.728871      0.000135     -0.015611
    4080  -12720.344761       0.057627     172.882026  -12547.462735       0.623942     -0.000115      0.016227    -10.726742      0.000115     -0.016227
    4090  -12720.753672       0.057764     173.291041  -12547.462632       0.633847     -0.000093      0.016828    -10.724647      0.000093     -0.016828
    4100  -12720.972562       0.057837     173.509977  -12547.462585       0.643785     -0.000070      0.017413    -10.722585      0.000070     -0.017413
    4110  -12721.176015       0.057905     173.713511  -12547.462504       0.653753     -0.000047      0.017984    -10.720553      0.000047     -0.017984
    4120  -12721.450942       0.057996     173.988506  -12547.462436       0.663746     -0.000023      0.018541    -10.718546      0.000023     -0.018541
    4130  -12721.769738       0.058102     174.307262  -12547.462476       0.673759      0.000001      0.019084    -10.716559     -0.000001     -0.019084
    4140  -12722.105727       0.058214     174.643189  -12547.462538       0.683790      0.000026      0.019615    -10.714590     -0.000026     -0.019615
    4150  -12722.544377       0.058361     175.081875  -12547.462502       0.693835      0.000050      0.020133    -10.712635     -0.000051     -0.020133
    4160  -12723.187053       0.058575     175.724373  -12547.462680       0.703894      0.000076      0.020640    -10.710694     -0.000076     -0.020640
    4170  -12723.945800       0.058828     176.482974  -12547.462826       0.713969      0.000101      0.021136    -10.708769     -0.000101     -0.021136
    4180  -12724.628717       0.059055     177.165904  -12547.462812       0.724060      0.000126      0.021622    -10.706860     -0.000126     -0.021622
    4190  -12725.216359       0.059251     177.753594  -12547.462764       0.734169      0.000151      0.022100    -10.704969     -0.000151     -0.022100
    4200  -12725.846977       0.059461     178.384342  -12547.462636       0.744297      0.000176      0.022569    -10.703097     -0.000176     -0.022569
    4210  -12726.570797       0.059703     179.108151  -12547.462646       0.754445      0.000200      0.023031    -10.701245     -0.000200     -0.023031
    4220  -12727.276328       0.059938     179.813603  -12547.462725       0.764612      0.000223      0.023487    -10.699412     -0.000223     -0.023487
    4230  -12727.895529       0.060144     180.432970  -12547.462559       0.774796      0.000245      0.023937    -10.697596     -0.000245     -0.023937
    4240  -12728.542481       0.060360     181.079999  -12547.462482       0.784997      0.000265      0.024381    -10.695797     -0.000265     -0.024381
    4250  -12729.359523       0.060632     181.896961  -12547.462562       0.795211      0.000284      0.024821    -10.694011     -0.000284     -0.024821
    4260  -12730.343503       0.060960     182.880736  -12547.462767       0.805437      0.000300      0.025255    -10.692237     -0.000300     -0.025255
    4270  -12731.357641       0.061298     183.894756  -12547.462885       0.815674      0.000315      0.025685    -10.690474     -0.000315     -0.025685
    4280  -12732.301674       0.061613     184.838904  -12547.462770       0.825922      0.000329      0.026111    -10.688722     -0.000329     -0.026111
    4290  -12733.158910       0.061899     185.696101  -12547.462809       0.836179      0.000341      0.026532    -10.686979     -0.000341     -0.026532
    4300  -12733.887909       0.062142     186.425008  -12547.462900       0.846445      0.000352      0.026950    -10.685245     -0.000352     -0.026950
    4310  -12734.360110       0.062299     186.897090  -12547.463020       0.856719      0.000361      0.027363    -10.683519     -0.000361     -0.027363
    4320  -12734.490307       0.062342     187.027258  -12547.463048       0.867001      0.000369      0.027772    -10.681801     -0.000369     -0.027772
    4330  -12734.365024       0.062301     186.901926  -12547.463097       0.877287      0.000377      0.028176    -10.680087     -0.000377     -0.028176
    4340  -12734.169675       0.062236     186.706689  -12547.462986       0.887576      0.000384      0.028577    -10.678376     -0.000384     -0.028577
    4350  -12734.048026       0.062195     186.585209  -12547.462817       0.897865      0.000392      0.028974    -10.676665     -0.000392     -0.028974
    4360  -12734.045997       0.062194     186.583040  -12547.462958       0.908152      0.000400      0.029366    -10.674952     -0.000400     -0.029366
    4370  -12734.132108       0.062223     186.669088  -12547.463020       0.918436      0.000409      0.029755    -10.673236     -0.000409     -0.029755
    4380  -12734.241395       0.062259     186.778310  -12547.463086       0.928715      0.000419      0.030141    -10.671515     -0.000419     -0.030141
    4390  -12734.328217       0.062288     186.865096  -12547.463121       0.938991      0.000431      0.030523    -10.669791     -0.000431     -0.030523
    4400  -12734.365304       0.062301     186.902089  -12547.463215       0.949264      0.000443      0.030902    -10.668064     -0.000443     -0.030902
    4410  -12734.333135       0.062290     186.869839  -12547.463296       0.959533      0.000456      0.031279    -10.666333     -0.000456     -0.031279
    4420  -12734.249604       0.062262     186.786388  -12547.463216       0.969798      0.000470      0.031653    -10.664598     -0.000470     -0.031653
    4430  -12734.140267       0.062226     186.677060  -12547.463207       0.980058      0.000485      0.032025    -10.662858     -0.000485     -0.032025
    4440  -12733.990082       0.062176     186.526847  -12547.463235       0.990313      0.000501      0.032394    -10.661113     -0.000501     -0.032394
    4450  -12733.756385       0.062098     186.293111  -12547.463274       1.000560      0.000518      0.032762    -10.659360     -0.000518     -0.032762
