dt = 0.000010000000; N = 10; L(σ) = 8.000000 
Temps; Energie(ε); E_cin(ε); E_pot(ε); Temperature(ε/kb); Pression (ε/σ²)
1.986000; 99.826529; 102.380439; -2.553909; 10.238044; 1.517533
1.987000; 99.826529; 102.382196; -2.555667; 10.238220; 1.515984
1.988000; 99.826529; 102.384041; -2.557512; 10.238404; 1.514532
1.989000; 99.826529; 102.386053; -2.559524; 10.238605; 1.513173
1.990000; 99.826529; 102.388309; -2.561780; 10.238831; 1.511901
1.991000; 99.826529; 102.390880; -2.564351; 10.239088; 1.510711
1.992000; 99.826529; 102.393835; -2.567305; 10.239383; 1.509598
1.993000; 99.826529; 102.397237; -2.570708; 10.239724; 1.508560
1.994000; 99.826529; 102.401147; -2.574618; 10.240115; 1.507592
1.995000; 99.826529; 102.405622; -2.579092; 10.240562; 1.506691
1.996000; 99.826529; 102.410712; -2.584183; 10.241071; 1.505854
1.997000; 99.826529; 102.416466; -2.589937; 10.241647; 1.505080
1.998000; 99.826529; 102.422928; -2.596398; 10.242293; 1.504366
1.999000; 99.826529; 102.430137; -2.603608; 10.243014; 1.503710
2.000000; 99.826529; 102.438129; -2.611600; 10.243813; 1.503112
2.001000; 99.826529; 102.446935; -2.620406; 10.244694; 1.502572
2.002000; 99.842846; 102.456629; -2.613782; 10.245663; 1.502850
2.003000; 99.842846; 102.467280; -2.624434; 10.246728; 1.502421
2.004000; 99.842846; 102.478810; -2.635964; 10.247881; 1.502051
2.005000; 99.842846; 102.491229; -2.648383; 10.249123; 1.501742
2.006000; 99.842846; 102.504544; -2.661698; 10.250454; 1.501497
2.007000; 99.842846; 102.518754; -2.675908; 10.251875; 1.501319
2.008000; 99.842846; 102.533853; -2.691006; 10.253385; 1.501210
2.009000; 99.842846; 102.549827; -2.706981; 10.254983; 1.501177
2.010000; 99.842846; 102.566656; -2.723810; 10.256666; 1.501224
2.011000; 99.842846; 102.584311; -2.741465; 10.258431; 1.501357
2.012000; 99.842846; 102.602754; -2.759908; 10.260275; 1.501585
2.013000; 99.842846; 102.621936; -2.779090; 10.262194; 1.501914
2.014000; 99.842846; 102.641800; -2.798954; 10.264180; 1.502354
2.015000; 99.842846; 102.662275; -2.819429; 10.266228; 1.502916
2.016000; 99.842846; 102.683278; -2.840432; 10.268328; 1.503612
2.017000; 99.842846; 102.704710; -2.861864; 10.270471; 1.504455
2.018000; 99.842846; 102.726457; -2.883611; 10.272646; 1.505460
2.019000; 99.842846; 102.748389; -2.905542; 10.274839; 1.506644
2.020000; 99.842846; 102.770352; -2.927506; 10.277035; 1.508025
2.021000; 99.842846; 102.792173; -2.949327; 10.279217; 1.509624
2.022000; 99.842846; 102.813654; -2.970807; 10.281365; 1.511465
2.023000; 99.842846; 102.834568; -2.991722; 10.283457; 1.513573
2.024000; 99.842846; 102.854658; -3.011812; 10.285466; 1.515977
2.025000; 99.842846; 102.873635; -3.030788; 10.287363; 1.518707
2.026000; 99.842846; 102.891166; -3.048320; 10.289117; 1.521801
2.027000; 99.842846; 102.906881; -3.064035; 10.290688; 1.525296
2.028000; 99.842846; 102.920356; -3.077510; 10.292036; 1.529237
2.029000; 99.842846; 102.931117; -3.088271; 10.293112; 1.533671
2.030000; 99.842846; 102.938627; -3.095781; 10.293863; 1.538653
2.031000; 99.842846; 102.942279; -3.099433; 10.294228; 1.544243
2.032000; 99.842846; 102.941393; -3.098547; 10.294139; 1.550505
2.033000; 99.842846; 102.935198; -3.092352; 10.293520; 1.557516
2.034000; 99.826529; 102.922990; -3.096461; 10.292299; 1.564589
2.035000; 99.826529; 102.903728; -3.077199; 10.290373; 1.573342
2.036000; 99.826529; 102.876222; -3.049693; 10.287622; 1.583118
2.037000; 99.826529; 102.839236; -3.012707; 10.283924; 1.594030
2.038000; 99.826529; 102.791380; -2.964851; 10.279138; 1.606204
2.039000; 99.826529; 102.731093; -2.904564; 10.273109; 1.619780
2.040000; 99.810213; 102.656846; -2.846633; 10.265685; 1.634145
2.041000; 99.810212; 102.566580; -2.756368; 10.256658; 1.650999
2.042000; 99.810212; 102.457973; -2.647761; 10.245797; 1.669774
2.043000; 99.810212; 102.328568; -2.518356; 10.232857; 1.690684
2.044000; 99.810212; 102.175629; -2.365417; 10.217563; 1.713962
2.045000; 99.810212; 101.996117; -2.185904; 10.199612; 1.739865
2.046000; 99.810212; 101.786673; -1.976460; 10.178667; 1.768676
2.047000; 99.810212; 101.543603; -1.733391; 10.154360; 1.800701
2.048000; 99.810212; 101.262873; -1.452661; 10.126287; 1.836273
2.049000; 99.810212; 100.940113; -1.129901; 10.094011; 1.875747
2.050000; 99.810212; 100.570639; -0.760427; 10.057064; 1.919502
2.051000; 99.810212; 100.149501; -0.339289; 10.014950; 1.967931
2.052000; 99.810212; 99.671557; 0.138655; 9.967156; 2.021437
2.053000; 99.810212; 99.131594; 0.678618; 9.913159; 2.080420
2.054000; 99.810212; 98.524498; 1.285714; 9.852450; 2.145267
2.055000; 99.810212; 97.845486; 1.964726; 9.784549; 2.216322
2.056000; 99.793895; 97.090423; 2.703472; 9.709042; 2.293106
2.057000; 99.793895; 96.256207; 3.537688; 9.625621; 2.377328
2.058000; 99.793895; 95.341259; 4.452636; 9.534126; 2.468270
2.059000; 99.810212; 94.346114; 5.464098; 9.434611; 2.566551
2.060000; 99.810212; 93.274076; 6.536136; 9.327408; 2.670263
2.061000; 99.810212; 92.131892; 7.678320; 9.213189; 2.779486
2.062000; 99.810212; 90.930451; 8.879761; 9.093045; 2.893183
2.063000; 99.810212; 89.685374; 10.124839; 8.968537; 3.009920
2.064000; 99.810212; 88.417401; 11.392811; 8.841740; 3.127831
2.065000; 99.810212; 87.152467; 12.657745; 8.715247; 3.244621
2.066000; 99.810213; 85.921316; 13.888896; 8.592132; 3.357602
2.067000; 99.810213; 84.758562; 15.051651; 8.475856; 3.463773
2.068000; 99.810213; 83.701149; 16.109064; 8.370115; 3.559952
2.069000; 99.810213; 82.786232; 17.023981; 8.278623; 3.642959
2.070000; 99.810213; 82.048634; 17.761579; 8.204863; 3.709825
2.071000; 99.810214; 81.518130; 18.292083; 8.151813; 3.758023
2.072000; 99.810214; 81.216895; 18.593319; 8.121689; 3.785676
2.073000; 99.810214; 81.157480; 18.652734; 8.115748; 3.791726
2.074000; 99.810214; 81.341636; 18.468578; 8.134164; 3.776033
2.075000; 99.810214; 81.760172; 18.050042; 8.176017; 3.739380
2.076000; 99.793896; 82.393911; 17.399985; 8.239391; 3.682641
2.077000; 99.793896; 83.215724; 16.578171; 8.321572; 3.609660
2.078000; 99.793895; 84.192119; 15.601776; 8.419212; 3.522513
2.079000; 99.793895; 85.286858; 14.507038; 8.528686; 3.424296
2.080000; 99.793895; 86.463242; 13.330653; 8.646324; 3.318153
2.081000; 99.793895; 87.686347; 12.107547; 8.768635; 3.207098
2.082000; 99.793895; 88.924704; 10.869191; 8.892470; 3.093862
2.083000; 99.777576; 90.151459; 9.626117; 9.015146; 2.980043
2.084000; 99.777576; 91.344934; 8.432641; 9.134493; 2.869102
2.085000; 99.777576; 92.488064; 7.289511; 9.248806; 2.761804
2.086000; 99.777576; 93.568816; 6.208759; 9.356882; 2.659271
2.087000; 99.777576; 94.579375; 5.198201; 9.457937; 2.562264
2.088000; 99.777576; 95.515478; 4.262098; 9.551548; 2.471243
2.089000; 99.777576; 96.375730; 3.401846; 9.637573; 2.386419
2.090000; 99.777576; 97.160941; 2.616635; 9.716094; 2.307808
2.091000; 99.777576; 97.873540; 1.904036; 9.787354; 2.235283
2.092000; 99.777576; 98.517073; 1.260503; 9.851707; 2.168612
2.093000; 99.777576; 99.095796; 0.681780; 9.909580; 2.107495
2.094000; 99.777576; 99.614352; 0.163224; 9.961435; 2.051591
2.095000; 99.777576; 100.077528; -0.299952; 10.007753; 2.000537
2.096000; 99.777576; 100.490076; -0.712500; 10.049008; 1.953968
2.097000; 99.777576; 100.856594; -1.079018; 10.085659; 1.911525
2.098000; 99.777576; 101.181441; -1.403865; 10.118144; 1.872861
2.099000; 99.777576; 101.468691; -1.691115; 10.146869; 1.837652
2.100000; 99.777576; 101.722109; -1.944533; 10.172211; 1.805592
2.101000; 99.777576; 101.945144; -2.167567; 10.194514; 1.776400
2.102000; 99.777576; 102.140934; -2.363358; 10.214093; 1.749817
2.103000; 99.777576; 102.312325; -2.534748; 10.231232; 1.725608
2.104000; 99.777576; 102.461879; -2.684303; 10.246188; 1.703557
2.105000; 99.777576; 102.591906; -2.814330; 10.259191; 1.683470
2.106000; 99.777576; 102.704479; -2.926903; 10.270448; 1.665169
2.107000; 99.777576; 102.801459; -3.023882; 10.280146; 1.648495
2.108000; 99.777576; 102.884512; -3.106936; 10.288451; 1.633304
2.109000; 99.777576; 102.955135; -3.177559; 10.295514; 1.619465
2.110000; 99.777576; 103.014669; -3.237092; 10.301467; 1.606859
2.111000; 99.777576; 103.064316; -3.286739; 10.306432; 1.595380
2.112000; 99.777576; 103.105156; -3.327579; 10.310516; 1.584930
2.113000; 99.777576; 103.138160; -3.360583; 10.313816; 1.575421
2.114000; 99.777576; 103.164200; -3.386623; 10.316420; 1.566773
2.115000; 99.777576; 103.184062; -3.406485; 10.318406; 1.558913
2.116000; 99.777576; 103.198453; -3.420877; 10.319845; 1.551775
2.117000; 99.777576; 103.208012; -3.430436; 10.320801; 1.545299
2.118000; 99.777576; 103.213314; -3.435738; 10.321331; 1.539429
2.119000; 99.777576; 103.214879; -3.437302; 10.321488; 1.534115
2.120000; 99.777576; 103.213175; -3.435598; 10.321317; 1.529311
2.121000; 99.777576; 103.208627; -3.431051; 10.320863; 1.524974
2.122000; 99.777576; 103.201619; -3.424043; 10.320162; 1.521066
2.123000; 99.777577; 103.192497; -3.414921; 10.319250; 1.517551
2.124000; 99.777577; 103.181574; -3.403997; 10.318157; 1.514396
2.125000; 99.777577; 103.169132; -3.391556; 10.316913; 1.511573
2.126000; 99.777577; 103.155427; -3.377851; 10.315543; 1.509052
2.127000; 99.777577; 103.140690; -3.363113; 10.314069; 1.506809
2.128000; 99.777577; 103.125127; -3.347551; 10.312513; 1.504821
2.129000; 99.777577; 103.108926; -3.331349; 10.310893; 1.503067
2.130000; 99.777577; 103.092253; -3.314677; 10.309225; 1.501525
2.131000; 99.777577; 103.075261; -3.297684; 10.307526; 1.500180
2.132000; 99.777577; 103.058083; -3.280507; 10.305808; 1.499013
2.133000; 99.777577; 103.040840; -3.263264; 10.304084; 1.498010
2.134000; 99.777577; 103.023639; -3.246063; 10.302364; 1.497156
2.135000; 99.777577; 103.006576; -3.228999; 10.300658; 1.496440
2.136000; 99.777577; 102.989734; -3.212157; 10.298973; 1.495848
2.137000; 99.777577; 102.973187; -3.195610; 10.297319; 1.495370
2.138000; 99.777577; 102.957001; -3.179424; 10.295700; 1.494996
2.139000; 99.777577; 102.941231; -3.163655; 10.294123; 1.494718
2.140000; 99.777577; 102.925928; -3.148351; 10.292593; 1.494525
2.141000; 99.777577; 102.911132; -3.133555; 10.291113; 1.494411
2.142000; 99.777577; 102.896879; -3.119303; 10.289688; 1.494370
2.143000; 99.777577; 102.883200; -3.105623; 10.288320; 1.494393
2.144000; 99.777577; 102.870118; -3.092541; 10.287012; 1.494475
2.145000; 99.777577; 102.857653; -3.080077; 10.285765; 1.494612
2.146000; 99.777577; 102.845822; -3.068245; 10.284582; 1.494797
2.147000; 99.777577; 102.834635; -3.057058; 10.283463; 1.495027
2.148000; 99.777577; 102.824101; -3.046524; 10.282410; 1.495297
2.149000; 99.777577; 102.814224; -3.036648; 10.281422; 1.495604
2.150000; 99.777577; 102.805008; -3.027431; 10.280501; 1.495943
2.151000; 99.777577; 102.796450; -3.018874; 10.279645; 1.496313
2.152000; 99.777577; 102.788550; -3.010974; 10.278855; 1.496709
2.153000; 99.777577; 102.781303; -3.003726; 10.278130; 1.497130
2.154000; 99.777577; 102.774701; -2.997124; 10.277470; 1.497572
2.155000; 99.777577; 102.768737; -2.991160; 10.276874; 1.498035
2.156000; 99.777577; 102.763402; -2.985826; 10.276340; 1.498515
2.157000; 99.777577; 102.758686; -2.981109; 10.275869; 1.499011
2.158000; 99.761260; 102.754741; -2.993481; 10.275474; 1.498755
2.159000; 99.761260; 102.751451; -2.990190; 10.275145; 1.499271
2.160000; 99.761260; 102.748745; -2.987485; 10.274875; 1.499798
2.161000; 99.761260; 102.746611; -2.985351; 10.274661; 1.500336
2.162000; 99.761260; 102.745035; -2.983775; 10.274504; 1.500882
2.163000; 99.761260; 102.744002; -2.982742; 10.274400; 1.501436
2.164000; 99.777578; 102.743523; -2.965945; 10.274352; 1.502758
2.165000; 99.761261; 102.743790; -2.982528; 10.274379; 1.502555
2.166000; 99.761261; 102.744587; -2.983325; 10.274459; 1.503117
2.167000; 99.761261; 102.745866; -2.984604; 10.274587; 1.503684
2.168000; 99.761261; 102.747612; -2.986351; 10.274761; 1.504255
2.169000; 99.761261; 102.749811; -2.988550; 10.274981; 1.504828
2.170000; 99.761261; 102.752447; -2.991186; 10.275245; 1.505404
2.171000; 99.761261; 102.755506; -2.994245; 10.275551; 1.505982
2.172000; 99.761261; 102.758974; -2.997712; 10.275897; 1.506560
2.173000; 99.761261; 102.762835; -3.001574; 10.276284; 1.507139
2.174000; 99.761261; 102.767077; -3.005815; 10.276708; 1.507719
2.175000; 99.761261; 102.771685; -3.010423; 10.277168; 1.508299
2.176000; 99.761261; 102.776645; -3.015384; 10.277665; 1.508877
2.177000; 99.761261; 102.781945; -3.020684; 10.278195; 1.509455
2.178000; 99.761261; 102.787572; -3.026311; 10.278757; 1.510032
2.179000; 99.761261; 102.793513; -3.032252; 10.279351; 1.510607
2.180000; 99.761261; 102.799756; -3.038495; 10.279976; 1.511180
2.181000; 99.761261; 102.806289; -3.045028; 10.280629; 1.511751
2.182000; 99.761261; 102.813100; -3.051839; 10.281310; 1.512320
2.183000; 99.761261; 102.820179; -3.058918; 10.282018; 1.512886
2.184000; 99.761261; 102.827514; -3.066252; 10.282751; 1.513450
2.185000; 99.777578; 102.835176; -3.057598; 10.283518; 1.514770
2.186000; 99.777578; 102.843076; -3.065498; 10.284308; 1.515325
2.187000; 99.777578; 102.851200; -3.073623; 10.285120; 1.515877
2.188000; 99.777578; 102.859540; -3.081962; 10.285954; 1.516426
2.189000; 99.777578; 102.868085; -3.090507; 10.286809; 1.516972
2.190000; 99.777578; 102.876826; -3.099249; 10.287683; 1.517515
2.191000; 99.777578; 102.885755; -3.108177; 10.288576; 1.518054
2.192000; 99.777578; 102.894863; -3.117285; 10.289486; 1.518591
2.193000; 99.777578; 102.904141; -3.126563; 10.290414; 1.519125
2.194000; 99.777578; 102.913581; -3.136003; 10.291358; 1.519656
2.195000; 99.777578; 102.923176; -3.145598; 10.292318; 1.520185
2.196000; 99.777578; 102.932917; -3.155339; 10.293292; 1.520712
2.197000; 99.777578; 102.942797; -3.165219; 10.294280; 1.521236
2.198000; 99.777578; 102.952809; -3.175231; 10.295281; 1.521759
2.199000; 99.777578; 102.962945; -3.185367; 10.296294; 1.522281
2.200000; 99.777578; 102.973199; -3.195621; 10.297320; 1.522802
2.201000; 99.777578; 102.983563; -3.205985; 10.298356; 1.523322
2.202000; 99.777578; 102.994031; -3.216453; 10.299403; 1.523843
2.203000; 99.777578; 103.004596; -3.227018; 10.300460; 1.524365
2.204000; 99.777578; 103.015253; -3.237675; 10.301525; 1.524888
2.205000; 99.777578; 103.025993; -3.248415; 10.302599; 1.525413
2.206000; 99.777578; 103.036812; -3.259234; 10.303681; 1.525941
2.207000; 99.777578; 103.047703; -3.270125; 10.304770; 1.526472
2.208000; 99.777578; 103.058660; -3.281082; 10.305866; 1.527009
2.209000; 99.777578; 103.069676; -3.292098; 10.306968; 1.527551
2.210000; 99.777578; 103.080746; -3.303168; 10.308075; 1.528099
2.211000; 99.777578; 103.091863; -3.314285; 10.309186; 1.528655
2.212000; 99.777578; 103.103021; -3.325443; 10.310302; 1.529220
2.213000; 99.777578; 103.114213; -3.336635; 10.311421; 1.529795
2.214000; 99.777578; 103.125434; -3.347856; 10.312543; 1.530381
2.215000; 99.777578; 103.136676; -3.359098; 10.313668; 1.530981
2.216000; 99.777578; 103.147932; -3.370354; 10.314793; 1.531594
2.217000; 99.777578; 103.159195; -3.381618; 10.315920; 1.532223
2.218000; 99.777578; 103.170458; -3.392880; 10.317046; 1.532870
2.219000; 99.777578; 103.181711; -3.404133; 10.318171; 1.533537
2.220000; 99.777578; 103.192946; -3.415368; 10.319295; 1.534225
2.221000; 99.777578; 103.204154; -3.426576; 10.320415; 1.534936
2.222000; 99.777578; 103.215323; -3.437745; 10.321532; 1.535673
2.223000; 99.777578; 103.226443; -3.448865; 10.322644; 1.536439
2.224000; 99.777578; 103.237500; -3.459923; 10.323750; 1.537235
2.225000; 99.777578; 103.248482; -3.470904; 10.324848; 1.538065
2.226000; 99.777578; 103.259371; -3.481793; 10.325937; 1.538931
2.227000; 99.777578; 103.270151; -3.492573; 10.327015; 1.539836
2.228000; 99.777578; 103.280802; -3.503224; 10.328080; 1.540785
2.229000; 99.777578; 103.291303; -3.513725; 10.329130; 1.541781
2.230000; 99.777578; 103.301629; -3.524051; 10.330163; 1.542828
2.231000; 99.777578; 103.311752; -3.534174; 10.331175; 1.543929
2.232000; 99.777578; 103.321642; -3.544064; 10.332164; 1.545091
2.233000; 99.777578; 103.331263; -3.553686; 10.333126; 1.546318
2.234000; 99.777578; 103.340578; -3.563000; 10.334058; 1.547616
2.235000; 99.777578; 103.349541; -3.571963; 10.334954; 1.548990
2.236000; 99.777578; 103.358104; -3.580526; 10.335810; 1.550447
2.237000; 99.777578; 103.366211; -3.588633; 10.336621; 1.551995
2.238000; 99.777578; 103.373799; -3.596221; 10.337380; 1.553641
2.239000; 99.777578; 103.380800; -3.603222; 10.338080; 1.555394
2.240000; 99.777578; 103.387136; -3.609558; 10.338714; 1.557262
2.241000; 99.777578; 103.392718; -3.615140; 10.339272; 1.559257
2.242000; 99.777578; 103.397451; -3.619873; 10.339745; 1.561388
2.243000; 99.777578; 103.401226; -3.623648; 10.340123; 1.563668
2.244000; 99.777578; 103.403922; -3.626344; 10.340392; 1.566111
2.245000; 99.777578; 103.405405; -3.627827; 10.340541; 1.568729
2.246000; 99.777578; 103.405528; -3.627950; 10.340553; 1.571539
2.247000; 99.777578; 103.404125; -3.626547; 10.340412; 1.574557
2.248000; 99.777578; 103.401015; -3.623437; 10.340101; 1.577802
2.249000; 99.777578; 103.395997; -3.618419; 10.339600; 1.581292
2.250000; 99.777578; 103.388850; -3.611272; 10.338885; 1.585051
2.251000; 99.777578; 103.379333; -3.601755; 10.337933; 1.589101
2.252000; 99.777578; 103.367177; -3.589600; 10.336718; 1.593467
2.253000; 99.777578; 103.352094; -3.574516; 10.335209; 1.598177
2.254000; 99.777578; 103.333764; -3.556187; 10.333376; 1.603258
2.255000; 99.777578; 103.311843; -3.534265; 10.331184; 1.608744
2.256000; 99.777578; 103.285955; -3.508377; 10.328595; 1.614668
2.257000; 99.777578; 103.255693; -3.478115; 10.325569; 1.621065
2.258000; 99.777578; 103.220620; -3.443043; 10.322062; 1.627975
2.259000; 99.777578; 103.180267; -3.402689; 10.318027; 1.635437
2.260000; 99.777578; 103.134128; -3.356550; 10.313413; 1.643496
2.261000; 99.793895; 103.081674; -3.287780; 10.308167; 1.652957
2.262000; 99.793895; 103.022385; -3.228490; 10.302239; 1.662345
2.263000; 99.793895; 102.955609; -3.161715; 10.295561; 1.672470
2.264000; 99.793895; 102.880721; -3.086827; 10.288072; 1.683386
2.265000; 99.793895; 102.797071; -3.003176; 10.279707; 1.695143
2.266000; 99.793895; 102.703989; -2.910095; 10.270399; 1.707796
2.267000; 99.793895; 102.600797; -2.806902; 10.260080; 1.721396
2.268000; 99.810211; 102.487083; -2.676872; 10.248708; 1.736750
2.269000; 99.810211; 102.361962; -2.551751; 10.236196; 1.752390
2.270000; 99.810211; 102.224708; -2.414497; 10.222471; 1.769128
2.271000; 99.777578; 102.074741; -2.297164; 10.207474; 1.785482
2.272000; 99.777578; 101.911540; -2.133963; 10.191154; 1.804534
2.273000; 99.777578; 101.734544; -1.956967; 10.173454; 1.824792
2.274000; 99.793895; 101.543523; -1.749628; 10.154352; 1.847029
2.275000; 99.793895; 101.338311; -1.544416; 10.133831; 1.869726
2.276000; 99.793895; 101.118578; -1.324683; 10.111858; 1.893641
2.277000; 99.793895; 100.884438; -1.090543; 10.088444; 1.918745
2.278000; 99.793895; 100.636234; -0.842339; 10.063623; 1.944989
2.279000; 99.793895; 100.374580; -0.580686; 10.037458; 1.972297
2.280000; 99.793895; 100.100394; -0.306499; 10.010039; 2.000568
2.281000; 99.793895; 99.814930; -0.021035; 9.981493; 2.029671
2.282000; 99.793895; 99.519808; 0.274087; 9.951981; 2.059442
2.283000; 99.777578; 99.217122; 0.560455; 9.921712; 2.088918
2.284000; 99.777578; 98.909294; 0.868284; 9.890929; 2.119392
2.285000; 99.777578; 98.599037; 1.178540; 9.859904; 2.149838
2.286000; 99.777578; 98.289548; 1.488030; 9.828955; 2.179957
2.287000; 99.777578; 97.984374; 1.793204; 9.798437; 2.209423
2.288000; 99.777578; 97.687363; 2.090215; 9.768736; 2.237882
2.289000; 99.777578; 97.402595; 2.374983; 9.740259; 2.264963
2.290000; 99.777578; 97.134285; 2.643294; 9.713428; 2.290286
2.291000; 99.777578; 96.886679; 2.890899; 9.688668; 2.313470
2.292000; 99.777578; 96.663931; 3.113647; 9.666393; 2.334142
2.293000; 99.777578; 96.469966; 3.307612; 9.646997; 2.351954
2.294000; 99.777578; 96.308348; 3.469230; 9.630835; 2.366590
2.295000; 99.777578; 96.182148; 3.595430; 9.618215; 2.377779
2.296000; 99.777578; 96.093825; 3.683753; 9.609383; 2.385303
2.297000; 99.777578; 96.045127; 3.732451; 9.604513; 2.389010
2.298000; 99.777578; 96.037020; 3.740559; 9.603702; 2.388815
2.299000; 99.777578; 96.069642; 3.707936; 9.606964; 2.384709
2.300000; 99.777578; 96.142306; 3.635272; 9.614231; 2.376753
2.301000; 99.777578; 96.253519; 3.524059; 9.625352; 2.365081
2.302000; 99.777578; 96.401049; 3.376529; 9.640105; 2.349892
2.303000; 99.777578; 96.582015; 3.195563; 9.658202; 2.331443
2.304000; 99.777578; 96.792998; 2.984580; 9.679300; 2.310039
2.305000; 99.777578; 97.030169; 2.747410; 9.703017; 2.286023
2.306000; 99.777578; 97.289424; 2.488155; 9.728942; 2.259761
2.307000; 99.777578; 97.566519; 2.211059; 9.756652; 2.231637
2.308000; 99.777578; 97.857200; 1.920378; 9.785720; 2.202035
2.309000; 99.777578; 98.157310; 1.620268; 9.815731; 2.171333
2.310000; 99.777578; 98.462896; 1.314682; 9.846290; 2.139892
2.311000; 99.777578; 98.770282; 1.007296; 9.877028; 2.108051
2.312000; 99.777578; 99.076131; 0.701447; 9.907613; 2.076123
2.313000; 99.777578; 99.377481; 0.400097; 9.937748; 2.044385
2.314000; 99.777578; 99.671770; 0.105807; 9.967177; 2.013084
2.315000; 99.777578; 99.956840; -0.179262; 9.995684; 1.982430
2.316000; 99.777578; 100.230927; -0.453349; 10.023093; 1.952599
2.317000; 99.777578; 100.492642; -0.715065; 10.049264; 1.923735
2.318000; 99.777578; 100.740951; -0.963373; 10.074095; 1.895951
2.319000; 99.777578; 100.975132; -1.197555; 10.097513; 1.869330
2.320000; 99.777578; 101.194752; -1.417174; 10.119475; 1.843933
2.321000; 99.777578; 101.399621; -1.622043; 10.139962; 1.819794
2.322000; 99.777578; 101.589762; -1.812184; 10.158976; 1.796932
2.323000; 99.777578; 101.765373; -1.987795; 10.176537; 1.775345
2.324000; 99.777578; 101.926798; -2.149220; 10.192680; 1.755021
2.325000; 99.777578; 102.074496; -2.296918; 10.207450; 1.735935
2.326000; 99.777578; 102.209013; -2.431435; 10.220901; 1.718051
2.327000; 99.777578; 102.330962; -2.553384; 10.233096; 1.701330
2.328000; 99.777578; 102.440998; -2.663420; 10.244100; 1.685725
2.329000; 99.777578; 102.539807; -2.762229; 10.253981; 1.671186
2.330000; 99.777578; 102.628087; -2.850509; 10.262809; 1.657661
2.331000; 99.777578; 102.706536; -2.928959; 10.270654; 1.645095
2.332000; 99.777578; 102.775848; -2.998270; 10.277585; 1.633435
2.333000; 99.777578; 102.836697; -3.059119; 10.283670; 1.622628
2.334000; 99.777578; 102.889739; -3.112161; 10.288974; 1.612621
2.335000; 99.777578; 102.935601; -3.158023; 10.293560; 1.603361
2.336000; 99.777578; 102.974884; -3.197306; 10.297488; 1.594801
2.337000; 99.777578; 103.008157; -3.230579; 10.300816; 1.586893
2.338000; 99.777578; 103.035957; -3.258379; 10.303596; 1.579590
2.339000; 99.777578; 103.058788; -3.281210; 10.305879; 1.572851
2.340000; 99.777578; 103.077122; -3.299545; 10.307712; 1.566635
2.341000; 99.777578; 103.091400; -3.313822; 10.309140; 1.560902
2.342000; 99.777578; 103.102029; -3.324451; 10.310203; 1.555618
2.343000; 99.777578; 103.109389; -3.331811; 10.310939; 1.550748
2.344000; 99.777578; 103.113830; -3.336253; 10.311383; 1.546262
2.345000; 99.777578; 103.115676; -3.338098; 10.311568; 1.542128
2.346000; 99.777578; 103.115221; -3.337644; 10.311522; 1.538322
2.347000; 99.777578; 103.112741; -3.335163; 10.311274; 1.534816
2.348000; 99.777578; 103.108484; -3.330906; 10.310848; 1.531588
2.349000; 99.793895; 103.102827; -3.308932; 10.310283; 1.529372
2.350000; 99.793895; 103.095849; -3.301953; 10.309585; 1.526630
2.351000; 99.793895; 103.087719; -3.293824; 10.308772; 1.524104
2.352000; 99.793895; 103.078612; -3.284717; 10.307861; 1.521779
2.353000; 99.793895; 103.068685; -3.274790; 10.306868; 1.519637
2.354000; 99.793895; 103.058080; -3.264185; 10.305808; 1.517665
2.355000; 99.793895; 103.046927; -3.253031; 10.304693; 1.515848
2.356000; 99.777578; 103.035559; -3.257981; 10.303556; 1.513407
2.357000; 99.777578; 103.024003; -3.246425; 10.302400; 1.511855
2.358000; 99.777578; 103.012225; -3.234648; 10.301223; 1.510425
2.359000; 99.777578; 103.000312; -3.222734; 10.300031; 1.509106
2.360000; 99.777578; 102.988340; -3.210762; 10.298834; 1.507891
2.361000; 99.777578; 102.976379; -3.198801; 10.297638; 1.506770
2.362000; 99.777578; 102.964490; -3.186912; 10.296449; 1.505737
2.363000; 99.777578; 102.952730; -3.175152; 10.295273; 1.504785
2.364000; 99.777578; 102.941148; -3.163570; 10.294115; 1.503907
2.365000; 99.777578; 102.929788; -3.152210; 10.292979; 1.503098
2.366000; 99.777578; 102.918688; -3.141110; 10.291869; 1.502352
2.367000; 99.777578; 102.907883; -3.130305; 10.290788; 1.501666
2.368000; 99.777578; 102.897403; -3.119825; 10.289740; 1.501034
2.369000; 99.777578; 102.887275; -3.109697; 10.288727; 1.500452
2.370000; 99.777578; 102.877521; -3.099943; 10.287752; 1.499918
2.371000; 99.777578; 102.868162; -3.090584; 10.286816; 1.499427
2.372000; 99.777578; 102.859215; -3.081637; 10.285922; 1.498976
2.373000; 99.777578; 102.850694; -3.073116; 10.285069; 1.498564
2.374000; 99.777578; 102.842612; -3.065034; 10.284261; 1.498187
2.375000; 99.777578; 102.834978; -3.057400; 10.283498; 1.497844
2.376000; 99.777578; 102.827801; -3.050223; 10.282780; 1.497531
2.377000; 99.777578; 102.821088; -3.043510; 10.282109; 1.497248
2.378000; 99.777578; 102.814843; -3.037265; 10.281484; 1.496993
2.379000; 99.777578; 102.809070; -3.031492; 10.280907; 1.496765
2.380000; 99.777578; 102.803770; -3.026192; 10.280377; 1.496562
2.381000; 99.777578; 102.798946; -3.021368; 10.279895; 1.496382
2.382000; 99.777578; 102.794597; -3.017019; 10.279460; 1.496226
