#  Steps           Epot           Temp           Ekin           Etot            RgA       Coord0A       Coord1A       Coord2A           RgB       Coord0B       Coord1B       Coord2B
    2520   -6207.145283       4.392442   13177.326693    6970.181410       0.277762      6.819718     -0.021763     -0.216372      0.280295      3.432282      0.021763      0.216372
    2530   -6207.842527       4.390961   13172.883692    6965.041165       0.278640      6.871240     -0.022033     -0.217243      0.281192      3.500760      0.022033      0.217243
    2540   -6194.073707       4.386373   13159.118494    6965.044787       0.279519      6.922905     -0.022328     -0.218061      0.282091      3.569095      0.022327      0.218061
    2550   -6183.735138       4.383136   13149.407743    6965.672606       0.280399      6.974730     -0.022652     -0.218814      0.282991      3.637270      0.022652      0.218814
    2560   -6178.422652       4.381364   13144.090621    6965.667969       0.281280      7.026715     -0.023019     -0.219514      0.283892      3.705285      0.023019      0.219514
    2570   -6178.436686       4.380328   13140.983778    6962.547092       0.282163      7.078832     -0.023413     -0.220165      0.284794      3.773168      0.023413      0.220165
    2580   -6172.913638       4.378485   13135.454741    6962.541103       0.283046      7.131078     -0.023815     -0.220769      0.285698      3.840922      0.023815      0.220769
    2590   -6165.101612       4.374559   13123.675866    6958.574254       0.283929      7.183462     -0.024214     -0.221334      0.286603      3.908538      0.024214      0.221334
    2600   -6139.804730       4.366132   13098.396310    6958.591579       0.284813      7.235991     -0.024590     -0.221870      0.287509      3.976009      0.024589      0.221870
    2610   -6129.385039       4.362101   13086.303797    6956.918758       0.285697      7.288681     -0.024910     -0.222391      0.288416      4.043319      0.024910      0.222391
    2620   -6126.955190       4.361290   13083.870651    6956.915461       0.286582      7.341547     -0.025162     -0.222911      0.289323      4.110453      0.025162      0.222911
    2630   -6133.428674       4.362072   13086.216496    6952.787822       0.287468      7.394589     -0.025360     -0.223444      0.290230      4.177411      0.025360      0.223444
    2640   -6113.770181       4.355522   13066.565470    6952.795288       0.288356      7.447809     -0.025525     -0.223996      0.291136      4.244191      0.025525      0.223996
    2650   -6086.643873       4.345976   13037.928412    6951.284539       0.289245      7.501215     -0.025677     -0.224569      0.292041      4.310785      0.025677      0.224569
    2660   -6055.281504       4.335524   13006.570632    6951.289129       0.290136      7.554813     -0.025826     -0.225165      0.292945      4.377187      0.025826      0.225165
    2670   -6038.836031       4.329508   12988.523568    6949.687537       0.291029      7.608607     -0.025976     -0.225781      0.293849      4.443393      0.025976      0.225781
    2680   -6039.473143       4.329716   12989.147086    6949.673943       0.291923      7.662569     -0.026116     -0.226404      0.294752      4.509431      0.026116      0.226404
    2690   -6053.776907       4.331645   12994.934474    6941.157566       0.292818      7.716626     -0.026239     -0.227033      0.295657      4.575374      0.026239      0.227033
    2700   -6046.113999       4.329093   12987.279032    6941.165033       0.293714      7.770725     -0.026348     -0.227677      0.296562      4.641275      0.026348      0.227677
    2710   -6045.629896       4.325966   12977.897441    6932.267545       0.294610      7.824841     -0.026464     -0.228339      0.297469      4.707159      0.026464      0.228339
    2720   -6035.946688       4.322738   12968.214164    6932.267476       0.295505      7.878951     -0.026601     -0.229008      0.298377      4.773049      0.026601      0.229008
    2730   -6025.233225       4.320299   12960.896289    6935.663064       0.296400      7.933065     -0.026748     -0.229665      0.299287      4.838935      0.026748      0.229665
    2740   -6004.705718       4.313459   12940.378007    6935.672289       0.297294      7.987223     -0.026888     -0.230294      0.300199      4.904777      0.026888      0.230294
    2750   -5986.200197       4.307656   12922.967570    6936.767373       0.298188      8.041472     -0.026996     -0.230887      0.301110      4.970528      0.026996      0.230887
    2760   -5977.436474       4.304731   12914.194167    6936.757692       0.299083      8.095827     -0.027056     -0.231455      0.302020      5.036173      0.027056      0.231455
    2770   -5976.947685       4.302421   12907.262239    6930.314554       0.299978      8.150279     -0.027071     -0.232007      0.302929      5.101721      0.027071      0.232007
    2780   -5967.670671       4.299328   12897.982610    6930.311939       0.300874      8.204806     -0.027062     -0.232552      0.303838      5.167194      0.027062      0.232552
    2790   -5956.962185       4.296096   12888.287056    6931.324871       0.301769      8.259398     -0.027047     -0.233092      0.304747      5.232602      0.027047      0.233092
    2800   -5936.855918       4.289396   12868.187250    6931.331332       0.302662      8.314064     -0.027036     -0.233625      0.305657      5.297936      0.027036      0.233625
    2810   -5920.798497       4.283945   12851.835632    6931.037135       0.303552      8.368809     -0.027029     -0.234146      0.306569      5.363191      0.027029      0.234146
    2820   -5911.125950       4.280719   12842.158425    6931.032475       0.304439      8.423629     -0.027020     -0.234656      0.307484      5.428371      0.027020      0.234656
    2830   -5912.256223       4.279895   12839.685546    6927.429323       0.305324      8.478507     -0.027001     -0.235182      0.308401      5.493493      0.027001      0.235182
    2840   -5913.372402       4.280267   12840.802073    6927.429670       0.306207      8.533427     -0.026963     -0.235760      0.309319      5.558573      0.026963      0.235760
    2850   -5916.327945       4.282860   12848.580678    6932.252733       0.307088      8.588377     -0.026892     -0.236403      0.310238      5.623623      0.026892      0.236403
    2860   -5917.986399       4.283412   12850.235840    6932.249440       0.307969      8.643353     -0.026772     -0.237099      0.311157      5.688647      0.026772      0.237099
    2870   -5914.910499       4.281160   12843.480135    6928.569636       0.308848      8.698357     -0.026594     -0.237826      0.312076      5.753643      0.026594      0.237826
    2880   -5896.547494       4.275043   12825.129564    6928.582070       0.309727      8.753390     -0.026357     -0.238556      0.312994      5.818610      0.026357      0.238556
    2890   -5881.020740       4.271810   12815.429618    6934.408878       0.310606      8.808455     -0.026072     -0.239264      0.313911      5.883545      0.026071      0.239264
    2900   -5871.992995       4.268800   12806.399580    6934.406585       0.311486      8.863545     -0.025755     -0.239920      0.314827      5.948455      0.025755      0.239920
    2910   -5860.850452       4.265998   12797.993965    6937.143512       0.312366      8.918656     -0.025428     -0.240506      0.315741      6.013344      0.025428      0.240506
    2920   -5849.051657       4.262065   12786.195905    6937.144248       0.313245      8.973782     -0.025108     -0.241029      0.316656      6.078218      0.025107      0.241029
    2930   -5839.562498       4.258765   12776.296132    6936.733634       0.314124      9.028912     -0.024801     -0.241514      0.317571      6.143088      0.024801      0.241514
    2940   -5830.677579       4.255804   12767.412297    6936.734718       0.315002      9.084046     -0.024502     -0.241991      0.318486      6.207954      0.024502      0.241991
    2950   -5832.708665       4.254721   12764.162748    6931.454083       0.315879      9.139203     -0.024193     -0.242485      0.319403      6.272797      0.024193      0.242485
    2960   -5820.644323       4.250700   12752.100702    6931.456379       0.316754      9.194412     -0.023861     -0.243009      0.320319      6.337588      0.023861      0.243009
    2970   -5810.749673       4.246002   12738.007345    6927.257672       0.317627      9.249696     -0.023518     -0.243571      0.321236      6.402304      0.023518      0.243571
    2980   -5802.639677       4.243299   12729.896055    6927.256378       0.318501      9.305059     -0.023195     -0.244173      0.322150      6.466941      0.023195      0.244173
    2990   -5796.370919       4.243225   12729.676162    6933.305243       0.319376      9.360473     -0.022907     -0.244805      0.323063      6.531527      0.022907      0.244805
    3000   -5791.553907       4.241620   12724.860159    6933.306251       0.320252      9.415914     -0.022646     -0.245449      0.323973      6.596086      0.022646      0.245449
    3010   -5783.015454       4.239448   12718.343801    6935.328347       0.321128      9.471368     -0.022398     -0.246089      0.324882      6.660632      0.022398      0.246089
    3020   -5769.484745       4.234938   12704.813115    6935.328370       0.322004      9.526843     -0.022150     -0.246716      0.325789      6.725157      0.022150      0.246716
    3030   -5755.249478       4.229418   12688.253379    6933.003901       0.322879      9.582350     -0.021896     -0.247330      0.326694      6.789650      0.021896      0.247330
    3040   -5731.529971       4.221514   12664.543466    6933.013496       0.323754      9.637900     -0.021643     -0.247930      0.327599      6.854100      0.021643      0.247930
    3050   -5716.601340       4.216782   12650.347233    6933.745892       0.324626      9.693483     -0.021402     -0.248509      0.328504      6.918517      0.021402      0.248509
    3060   -5711.241582       4.214994   12644.981572    6933.739990       0.325497      9.749077     -0.021186     -0.249070      0.329410      6.982923      0.021185      0.249070
    3070   -5712.862982       4.214554   12643.663016    6930.800033       0.326366      9.804663     -0.020991     -0.249622      0.330315      7.047337      0.020991      0.249622
    3080   -5703.211934       4.211336   12634.007957    6930.796023       0.327235      9.860241     -0.020806     -0.250176      0.331220      7.111759      0.020806      0.250176
    3090   -5688.043703       4.205524   12616.573035    6928.529332       0.328104      9.915827     -0.020619     -0.250735      0.332122      7.176173      0.020619      0.250735
    3100   -5669.514747       4.199350   12598.050391    6928.535644       0.328972      9.971440     -0.020421     -0.251295      0.333023      7.240560      0.020421      0.251295
    3110   -5664.825442       4.197078   12591.233730    6926.408288       0.329841     10.027077     -0.020216     -0.251848      0.333921      7.304923      0.020216      0.251848
    3120   -5658.749868       4.195052   12585.157026    6926.407159       0.330710     10.082732     -0.020013     -0.252392      0.334818      7.369267      0.020013      0.252392
    3130   -5659.513968       4.193390   12580.170595    6920.656627       0.331578     10.138417     -0.019825     -0.252929      0.335714      7.433583      0.019825      0.252929
    3140   -5650.849746       4.190503   12571.510447    6920.660701       0.332444     10.194146     -0.019664     -0.253464      0.336610      7.497854      0.019664      0.253464
    3150   -5646.306726       4.189279   12567.837602    6921.530876       0.333307     10.249913     -0.019533     -0.254001      0.337505      7.562087      0.019533      0.254001
    3160   -5646.695146       4.189408   12568.223538    6921.528392       0.334170     10.305692     -0.019419     -0.254538      0.338399      7.626308      0.019418      0.254538
    3170   -5656.750438       4.190997   12572.990619    6916.240181       0.335031     10.361450     -0.019306     -0.255070      0.339293      7.690550      0.019306      0.255070
    3180   -5657.233888       4.191156   12573.468916    6916.235027       0.335892     10.417164     -0.019184     -0.255590      0.340184      7.754836      0.019184      0.255590
    3190   -5648.530016       4.188876   12566.626567    6918.096552       0.336752     10.472837     -0.019046     -0.256093      0.341074      7.819163      0.019046      0.256093
    3200   -5634.225845       4.184110   12552.331232    6918.105387       0.337612     10.528486     -0.018884     -0.256567      0.341961      7.883514      0.018884      0.256567
    3210   -5626.473529       4.181827   12545.482036    6919.008507       0.338471     10.584124     -0.018693     -0.257004      0.342848      7.947876      0.018693      0.257004
    3220   -5617.695337       4.178899   12536.696680    6919.001343       0.339329     10.639744     -0.018470     -0.257404      0.343733      8.012256      0.018470      0.257404
    3230   -5603.348825       4.174334   12523.001211    6919.652386       0.340186     10.695330     -0.018209     -0.257770      0.344618      8.076670      0.018209      0.257770
    3240   -5592.340637       4.170666   12511.999394    6919.658757       0.341041     10.750879     -0.017908     -0.258109      0.345503      8.141121      0.017908      0.258109
    3250   -5595.882869       4.172309   12516.926320    6921.043451       0.341895     10.806402     -0.017568     -0.258433      0.346388      8.205598      0.017568      0.258433
    3260   -5601.091269       4.174043   12522.128242    6921.036973       0.342748     10.861902     -0.017201     -0.258749      0.347272      8.270098      0.017201      0.258749
    3270   -5599.926770       4.173804   12521.412444    6921.485674       0.343599     10.917370     -0.016826     -0.259059      0.348157      8.334630      0.016826      0.259059
    3280   -5590.933694       4.170807   12512.421083    6921.487389       0.344448     10.972806     -0.016458     -0.259354      0.349042      8.399194      0.016458      0.259354
    3290   -5580.548898       4.167195   12501.584949    6921.036051       0.345294     11.028224     -0.016110     -0.259630      0.349927      8.463776      0.016110      0.259630
    3300   -5564.045040       4.161695   12485.085436    6921.040396       0.346138     11.083636     -0.015795     -0.259892      0.350813      8.528364      0.015795      0.259892
    3310   -5553.167313       4.157397   12472.189665    6919.022351       0.346980     11.139048     -0.015524     -0.260154      0.351700      8.592952      0.015524      0.260154
    3320   -5541.664847       4.153563   12460.688796    6919.023949       0.347820     11.194445     -0.015301     -0.260433      0.352587      8.657555      0.015301      0.260433
    3330   -5541.325726       4.152451   12457.354462    6916.028736       0.348658     11.249807     -0.015129     -0.260745      0.353474      8.722193      0.015129      0.260745
    3340   -5543.138874       4.153053   12459.160013    6916.021139       0.349497     11.305112     -0.015007     -0.261103      0.354360      8.786888      0.015007      0.261103
    3350   -5544.029972       4.152935   12458.804180    6914.774209       0.350335     11.360350     -0.014927     -0.261505      0.355245      8.851650      0.014927      0.261505
    3360   -5533.806365       4.149530   12448.590360    6914.783996       0.351173     11.415528     -0.014869     -0.261939      0.356128      8.916472      0.014869      0.261939
    3370   -5531.785221       4.147396   12442.187241    6910.402020       0.352011     11.470667     -0.014806     -0.262388      0.357011      8.981333      0.014806      0.262388
    3380   -5523.109419       4.144504   12433.510766    6910.401347       0.352848     11.525790     -0.014717     -0.262840      0.357893      9.046210      0.014717      0.262840
    3390   -5520.662893       4.141772   12425.317029    6904.654137       0.353685     11.580912     -0.014597     -0.263286      0.358775      9.111088      0.014597      0.263286
    3400   -5513.018787       4.139225   12417.674568    6904.655781       0.354519     11.636048     -0.014454     -0.263724      0.359657      9.175952      0.014454      0.263724
    3410   -5513.178162       4.138882   12416.646289    6903.468127       0.355353     11.691213     -0.014297     -0.264144      0.360539      9.240787      0.014297      0.264144
    3420   -5509.802756       4.137757   12413.270442    6903.467686       0.356185     11.746426     -0.014139     -0.264529      0.361420      9.305574      0.014139      0.264529
    3430   -5506.865267       4.136497   12409.490396    6902.625128       0.357017     11.801706     -0.013992     -0.264872      0.362300      9.370294      0.013992      0.264872
    3440   -5504.291741       4.135639   12406.917956    6902.626215       0.357849     11.857060     -0.013861     -0.265174      0.363177      9.434940      0.013861      0.265174
    3450   -5506.248127       4.136580   12409.741285    6903.493157       0.358681     11.912474     -0.013730     -0.265449      0.364054      9.499526      0.013730      0.265449
    3460   -5502.741734       4.135413   12406.237568    6903.495833       0.359511     11.967924     -0.013584     -0.265714      0.364929      9.564076      0.013584      0.265714
    3470   -5503.440786       4.134925   12404.775793    6901.335007       0.360340     12.023387     -0.013416     -0.265984      0.365805      9.628613      0.013416      0.265984
    3480   -5511.854041       4.137727   12413.181944    6901.327903       0.361167     12.078841     -0.013231     -0.266271      0.366681      9.693159      0.013231      0.266271
    3490   -5529.448391       4.141744   12425.230884    6895.782493       0.361992     12.134263     -0.013035     -0.266579      0.367557      9.757737      0.013035      0.266579
    3500   -5526.231944       4.140673   12422.017705    6895.785761       0.362817     12.189639     -0.012830     -0.266911      0.368433      9.822361      0.012830      0.266911
    3510   -5524.189052       4.137108   12411.324413    6887.135361       0.363640     12.244975     -0.012617     -0.267264      0.369308      9.887025      0.012616      0.267264
    3520   -5512.798572       4.133311   12399.933446    6887.134874       0.364464     12.300277     -0.012393     -0.267633      0.370181      9.951723      0.012393      0.267633
    3530   -5507.301630       4.130822   12392.467241    6885.165611       0.365286     12.355553     -0.012159     -0.268005      0.371055     10.016447      0.012159      0.268005
    3540   -5499.437024       4.128202   12384.605581    6885.168558       0.366107     12.410822     -0.011916     -0.268361      0.371928     10.081178      0.011916      0.268361
    3550   -5501.012505       4.127830   12383.489631    6882.477126       0.366928     12.466109     -0.011668     -0.268691      0.372801     10.145891      0.011668      0.268691
    3560   -5499.584148       4.127354   12382.061243    6882.477095       0.367747     12.521437     -0.011412     -0.269001      0.373674     10.210563      0.011412      0.269001
    3570   -5505.095436       4.127443   12382.330097    6877.234661       0.368564     12.576830     -0.011146     -0.269295      0.374548     10.275170      0.011146      0.269295
    3580   -5499.382289       4.125540   12376.619957    6877.237668       0.369379     12.632310     -0.010862     -0.269569      0.375422     10.339690      0.010861      0.269570
    3590   -5496.037897       4.123563   12370.689670    6874.651773       0.370192     12.687883     -0.010553     -0.269825      0.376298     10.404117      0.010553      0.269825
    3600   -5485.434152       4.120028   12360.083955    6874.649803       0.371001     12.743543     -0.010222     -0.270059      0.377175     10.468457      0.010222      0.270059
    3610   -5473.812579       4.115218   12345.654307    6871.841728       0.371808     12.799277     -0.009875     -0.270266      0.378053     10.532723      0.009875      0.270266
    3620   -5453.213957       4.108354   12325.061101    6871.847144       0.372614     12.855082     -0.009521     -0.270435      0.378932     10.596918      0.009521      0.270435
    3630   -5444.778952       4.103800   12311.398635    6866.619684       0.373419     12.910961     -0.009170     -0.270568      0.379810     10.661039      0.009170      0.270568
    3640   -5442.192082       4.102938   12308.815098    6866.623016       0.374223     12.966922     -0.008830     -0.270668      0.380689     10.725078      0.008830      0.270668
    3650   -5462.130833       4.108646   12325.936569    6863.805736       0.375027     13.022975     -0.008505     -0.270744      0.381568     10.789025      0.008505      0.270744
    3660   -5491.110740       4.118302   12354.906419    6863.795679       0.375831     13.079118     -0.008201     -0.270812      0.382446     10.852882      0.008201      0.270812
    3670   -5521.097034       4.126951   12380.852719    6859.755685       0.376634     13.135318     -0.007926     -0.270894      0.383324     10.916682      0.007926      0.270894
    3680   -5522.782549       4.127513   12382.539907    6859.757358       0.377437     13.191529     -0.007684     -0.271004      0.384200     10.980471      0.007684      0.271004
    3690   -5506.993568       4.121398   12364.193018    6857.199450       0.378239     13.247722     -0.007472     -0.271149      0.385074     11.044278      0.007472      0.271149
    3700   -5480.619424       4.112610   12337.830676    6857.211251       0.379042     13.303884     -0.007287     -0.271337      0.385948     11.108116      0.007287      0.271337
    3710   -5464.354057       4.108205   12324.614542    6860.260485       0.379844     13.360025     -0.007127     -0.271577      0.386821     11.171975      0.007127      0.271577
    3720   -5461.384831       4.107214   12321.642871    6860.258040       0.380648     13.416169     -0.006991     -0.271861      0.387692     11.235831      0.006991      0.271861
    3730   -5468.294667       4.109402   12328.206668    6859.912001       0.381451     13.472334     -0.006872     -0.272166      0.388562     11.299666      0.006872      0.272166
    3740   -5472.821167       4.110909   12332.726376    6859.905209       0.382256     13.528512     -0.006764     -0.272462      0.389430     11.363488      0.006764      0.272462
    3750   -5475.894265       4.109847   12329.541049    6853.646784       0.383062     13.584679     -0.006656     -0.272727      0.390297     11.427321      0.006656      0.272727
    3760   -5464.976569       4.106211   12318.632179    6853.655610       0.383869     13.640815     -0.006540     -0.272949      0.391161     11.491185      0.006540      0.272949
    3770   -5463.494830       4.105033   12315.099541    6851.604710       0.384677     13.696916     -0.006404     -0.273139      0.392024     11.555084      0.006404      0.273139
    3780   -5462.389918       4.104663   12313.990033    6851.600115       0.385486     13.752986     -0.006234     -0.273314      0.392886     11.619014      0.006234      0.273314
    3790   -5463.444678       4.104270   12312.808742    6849.364065       0.386296     13.809023     -0.006028     -0.273481      0.393746     11.682977      0.006028      0.273481
    3800   -5459.421769       4.102930   12308.788943    6849.367174       0.387105     13.865029     -0.005798     -0.273640      0.394607     11.746971      0.005797      0.273640
    3810   -5464.175405       4.102806   12308.417215    6844.241810       0.387913     13.921011     -0.005560     -0.273785      0.395468     11.810989      0.005560      0.273785
    3820   -5459.484679       4.101241   12303.722557    6844.237878       0.388720     13.976977     -0.005335     -0.273914      0.396330     11.875023      0.005335      0.273914
    3830   -5452.581197       4.097870   12293.608639    6841.027442       0.389526     14.032924     -0.005146     -0.274029      0.397192     11.939076      0.005146      0.274029
    3840   -5439.803381       4.093612   12280.837216    6841.033835       0.390332     14.088848     -0.005018     -0.274123      0.398054     12.003152      0.005018      0.274123
    3850   -5442.236132       4.092412   12277.235365    6834.999233       0.391137     14.144748     -0.004967     -0.274189      0.398916     12.067252      0.004967      0.274189
    3860   -5439.933264       4.091644   12274.931391    6834.998127       0.391943     14.200642     -0.004989     -0.274233      0.399778     12.131358      0.004989      0.274233
    3870   -5445.965534       4.091683   12275.047710    6829.082175       0.392748     14.256570     -0.005063     -0.274264      0.400640     12.195430      0.005063      0.274264
    3880   -5446.918467       4.092000   12276.000549    6829.082082       0.393553     14.312576     -0.005156     -0.274289      0.401502     12.259424      0.005156      0.274289
    3890   -5451.686084       4.093744   12281.232296    6829.546212       0.394357     14.368686     -0.005237     -0.274321      0.402363     12.323314      0.005237      0.274321
    3900   -5459.147976       4.096233   12288.697955    6829.549978       0.395162     14.424899     -0.005279     -0.274378      0.403223     12.387101      0.005279      0.274378
    3910   -5475.977073       4.101592   12304.775939    6828.798866       0.395967     14.481190     -0.005265     -0.274466      0.404081     12.450810      0.005265      0.274466
    3920   -5487.742016       4.105511   12316.533618    6828.791601       0.396774     14.537515     -0.005193     -0.274579      0.404936     12.514485      0.005193      0.274579
    3930   -5488.365244       4.105070   12315.210128    6826.844883       0.397581     14.593834     -0.005082     -0.274711      0.405790     12.578166      0.005082      0.274711
    3940   -5467.386496       4.098080   12294.239056    6826.852560       0.398390     14.650130     -0.004965     -0.274859      0.406642     12.641870      0.004965      0.274859
    3950   -5446.696215       4.089835   12269.504578    6822.808363       0.399199     14.706415     -0.004876     -0.275018      0.407492     12.705585      0.004876      0.275018
    3960   -5428.259212       4.083689   12251.068318    6822.809106       0.400007     14.762705     -0.004834     -0.275184      0.408343     12.769295      0.004834      0.275184
    3970   -5426.806142       4.082355   12247.064996    6820.258854       0.400815     14.819013     -0.004840     -0.275352      0.409194     12.832987      0.004840      0.275352
    3980   -5431.991770       4.084082   12252.245721    6820.253951       0.401620     14.875346     -0.004883     -0.275522      0.410047     12.896654      0.004883      0.275522
    3990   -5446.295055       4.087670   12263.011438    6816.716383       0.402424     14.931712     -0.004955     -0.275688      0.410901     12.960288      0.004955      0.275688
    4000   -5453.787419       4.090167   12270.499974    6816.712555       0.403226     14.988104     -0.005045     -0.275846      0.411756     13.023896      0.005045      0.275846
    4010   -5457.436765       4.090583   12271.747917    6814.311151       0.404027     15.044499     -0.005142     -0.275985      0.412611     13.087501      0.005142      0.275985
    4020   -5445.655023       4.086658   12259.972882    6814.317859       0.404828     15.100878     -0.005235     -0.276103      0.413465     13.151122      0.005235      0.276103
    4030   -5441.049828       4.082187   12246.560530    6805.510702       0.405630     15.157245     -0.005323     -0.276204      0.414318     13.214755      0.005323      0.276204
    4040   -5430.937914       4.078816   12236.448474    6805.510560       0.406433     15.213606     -0.005411     -0.276300      0.415170     13.278394      0.005411      0.276300
    4050   -5432.969483       4.077608   12232.825010    6799.855527       0.407237     15.269967     -0.005510     -0.276399      0.416019     13.342033      0.005510      0.276399
    4060   -5425.984986       4.075281   12225.843485    6799.858498       0.408041     15.326339     -0.005634     -0.276499      0.416867     13.405661      0.005634      0.276499
    4070   -5428.954670       4.074312   12222.937496    6793.982826       0.408846     15.382729     -0.005792     -0.276598      0.417714     13.469271      0.005792      0.276598
    4080   -5431.702609       4.075227   12225.680331    6793.977722       0.409651     15.439126     -0.005986     -0.276695      0.418560     13.532874      0.005986      0.276695
    4090   -5439.654167       4.077306   12231.918803    6792.264636       0.410456     15.495504     -0.006205     -0.276797      0.419405     13.596496      0.006205      0.276797
    4100   -5438.976704       4.077081   12231.242725    6792.266021       0.411259     15.551841     -0.006432     -0.276903      0.420250     13.660159      0.006432      0.276903
    4110   -5435.078204       4.075691   12227.072262    6791.994058       0.412062     15.608135     -0.006648     -0.277007      0.421095     13.723865      0.006648      0.277007
    4120   -5423.765272       4.071921   12215.762083    6791.996811       0.412863     15.664412     -0.006823     -0.277108      0.421939     13.787588      0.006823      0.277108
    4130   -5416.683764       4.068481   12205.441976    6788.758213       0.413664     15.720715     -0.006932     -0.277212      0.422783     13.851285      0.006932      0.277212
    4140   -5413.941861       4.067565   12202.694352    6788.752491       0.414466     15.777067     -0.006965     -0.277323      0.423624     13.914933      0.006965      0.277323
    4150   -5416.696438       4.067947   12203.841852    6787.145414       0.415269     15.833461     -0.006931     -0.277442      0.424463     13.978539      0.006931      0.277442
    4160   -5410.668982       4.065939   12197.816184    6787.147202       0.416071     15.889889     -0.006848     -0.277573      0.425300     14.042111      0.006848      0.277573
    4170   -5406.256459       4.063506   12190.518755    6784.262296       0.416873     15.946352     -0.006742     -0.277720      0.426137     14.105648      0.006742      0.277720
    4180   -5399.577968       4.061281   12183.842684    6784.264716       0.417674     16.002857     -0.006643     -0.277875      0.426974     14.169143      0.006643      0.277875
    4190   -5401.657899       4.061749   12185.247094    6783.589194       0.418473     16.059403     -0.006564     -0.278021      0.427811     14.232597      0.006564      0.278021
    4200   -5407.839152       4.063809   12191.426103    6783.586951       0.419272     16.115969     -0.006508     -0.278149      0.428648     14.296031      0.006508      0.278149
    4210   -5419.959948       4.067089   12201.267885    6781.307936       0.420070     16.172525     -0.006487     -0.278263      0.429483     14.359475      0.006487      0.278263
    4220   -5424.296357       4.068534   12205.603447    6781.307090       0.420869     16.229063     -0.006512     -0.278374      0.430317     14.422937      0.006512      0.278374
    4230   -5426.125585       4.068387   12205.162426    6779.036842       0.421669     16.285595     -0.006589     -0.278495      0.431149     14.486405      0.006589      0.278495
    4240   -5420.744581       4.066594   12199.782256    6779.037675       0.422470     16.342146     -0.006709     -0.278636      0.431978     14.549854      0.006709      0.278636
    4250   -5416.693381       4.064593   12193.779492    6777.086111       0.423273     16.398731     -0.006849     -0.278799      0.432804     14.613269      0.006849      0.278799
    4260   -5406.351639       4.061148   12183.444594    6777.092955       0.424076     16.455357     -0.006987     -0.278970      0.433628     14.676643      0.006987      0.278970
    4270   -5410.673513       4.060032   12180.096521    6769.423009       0.424880     16.512033     -0.007097     -0.279129      0.434450     14.739967      0.007097      0.279129
    4280   -5410.125634       4.059849   12179.548008    6769.422375       0.425684     16.568766     -0.007161     -0.279252      0.435271     14.803234      0.007161      0.279252
    4290   -5416.741930       4.061035   12183.104777    6766.362846       0.426486     16.625553     -0.007169     -0.279318      0.436093     14.866447      0.007169      0.279318
    4300   -5416.481263       4.060948   12182.843036    6766.361774       0.427288     16.682390     -0.007131     -0.279306      0.436914     14.929610      0.007131      0.279306
    4310   -5417.852464       4.060381   12181.142720    6763.290257       0.428089     16.739267     -0.007063     -0.279214      0.437735     14.992733      0.007063      0.279214
    4320   -5416.098208       4.059796   12179.386898    6763.288690       0.428889     16.796174     -0.006974     -0.279057      0.438556     15.055826      0.006974      0.279057
    4330   -5419.844839       4.059710   12179.130494    6759.285655       0.429689     16.853108     -0.006867     -0.278855      0.439377     15.118892      0.006867      0.278855
    4340   -5412.844302       4.057378   12172.133931    6759.289629       0.430488     16.910074     -0.006746     -0.278631      0.440197     15.181926      0.006746      0.278631
    4350   -5412.698734       4.055282   12165.847039    6753.148305       0.431287     16.967080     -0.006603     -0.278401      0.441017     15.244920      0.006603      0.278401
    4360   -5406.380625       4.053176   12159.529360    6753.148735       0.432085     17.024135     -0.006421     -0.278181      0.441837     15.307865      0.006421      0.278181
    4370   -5411.731583       4.052466   12157.397275    6745.665692       0.432882     17.081248     -0.006189     -0.277979      0.442658     15.370752      0.006188      0.277979
    4380   -5408.236720       4.051300   12153.900433    6745.663713       0.433676     17.138429     -0.005902     -0.277815      0.443480     15.433571      0.005902      0.277816
    4390   -5402.888816       4.049905   12149.714787    6746.825971       0.434468     17.195680     -0.005568     -0.277705      0.444304     15.496320      0.005568      0.277705
    4400   -5393.839208       4.046890   12140.668749    6746.829541       0.435255     17.252988     -0.005204     -0.277644      0.445132     15.559012      0.005204      0.277644
    4410   -5394.460067       4.044584   12133.752033    6739.291966       0.436038     17.310333     -0.004838     -0.277625      0.445964     15.621667      0.004838      0.277625
    4420   -5386.345201       4.041881   12125.643640    6739.298440       0.436819     17.367708     -0.004493     -0.277651      0.446797     15.684292      0.004493      0.277651
    4430   -5390.955767       4.042365   12127.095228    6736.139461       0.437598     17.425110     -0.004179     -0.277705      0.447632     15.746890      0.004179      0.277705
    4440   -5398.938094       4.045024   12135.071121    6736.133027       0.438377     17.482528     -0.003880     -0.277755      0.448466     15.809472      0.003880      0.277755
    4450   -5414.698616       4.047483   12142.448112    6727.749496       0.439156     17.539939     -0.003573     -0.277773      0.449299     15.872061      0.003573      0.277773
    4460   -5412.520971       4.046758   12140.272855    6727.751884       0.439938     17.597321     -0.003246     -0.277753      0.450130     15.934679      0.003246      0.277753
    4470   -5413.889253       4.044823   12134.467526    6720.578273       0.440721     17.654656     -0.002904     -0.277688      0.450958     15.997344      0.002904      0.277688
    4480   -5409.356572       4.043313   12129.939552    6720.582980       0.441505     17.711935     -0.002549     -0.277570      0.451784     16.060065      0.002549      0.277570
    4490   -5416.734130       4.045725   12137.174484    6720.440354       0.442290     17.769159     -0.002186     -0.277386      0.452609     16.122841      0.002186      0.277386
    4500   -5426.215872       4.048881   12146.643058    6720.427186       0.443075     17.826333     -0.001824     -0.277129      0.453433     16.185667      0.001824      0.277129
